QUADRO	CÓDIGO DO PRODUTO	DESCRIÇÃO DO PRODUTO
39	3904801	PORTA-COPOS
39	3904901	GALHETEIRO
39	3905001	MANTEIGUEIRA
39	3905101	PALITEIRO
39	3905201	OMELETEIRA
39	3905301	MARMITA
39	3905302	CONJUNTO DE MARMITAS
39	3905303	JOGO DE MARMITAS
39	3905401	ASSADEIRA
39	3905501	CORTADOR DE PIZZA
39	3905601	BULE
39	3905701	ACUCAREIRO
39	3905801	CUSCUZEIRA
39	3905901	FARINHEIRA
39	3906001	FORMA DE CREPE
39	3906101	FORMA DE GELO
39	3906201	FORMA DE PAO
39	3906301	FORMA DE MISTO-QUENTE
39	3906401	FRUTEIRA
39	3906402	FRUTEIRA DE INOX
39	3906501	SALEIRO
39	3906601	RALO DE PIA
39	3906701	TABULEIRO
39	3906801	PONCHEIRA
39	3906901	LIXEIRA METALICA
39	3907001	CESTO DE LIXO (PLASTICO)
39	3907101	PA DE LIXO
39	3907201	CINZEIRO (UTENSILIO DOMESTICO)
39	3907301	VARAL DE ROUPAS
39	3907302	VARAL DE CORDINHAS REGULAVEL
39	3907401	CORDA DE VARAL
39	3907402	CORDA DE ROUPA
39	3907501	BACIA DE ALUMINIO
39	3907502	CONJUNTO DE BACIAS DE ALUMINIO
39	3907503	BACIA DE ESMALTE
39	3907504	BACIA DE INOX
39	3907505	JOGO DE BACIAS DE ALUMINIO
39	3907601	BALDE DE ALUMINIO
39	3907701	SAPATEIRA (UTENSILIO DOMESTICO)
39	3907801	TACA DE SORVETE
39	3907802	CONJUNTO DE TACAS PARA SORVETE
39	3907901	CHALEIRA
39	3908001	COMPOTEIRA
39	3908101	POTE
39	3908102	CONJUNTO DE POTES
39	3908201	CORTADOR DE BOLO
39	3908301	ESCORREDOR DE ARROZ
39	3908401	TIGELA
39	3908402	JOGO DE TIGELAS
39	3908501	FUNIL
39	3908601	COPO PLASTICO
39	3908602	CONJUNTO DE COPOS DE PLASTICO
39	3908701	COPO DE ALUMINIO
39	3908702	COPO DE INOX
39	3908801	COPO DE CRISTAL
39	3908802	CONJUNTO DE COPOS DE CRISTAL
39	3908901	COPO DE ACRILICO
39	3909001	PORTA-PAPEL HIGIENICO
39	3909101	TABUA DE CARNE
39	3909201	PEDRA DE AMOLAR
39	3909301	RAQUETE DE MATAR MOSQUITO
39	3909401	ESPANADOR
39	3909501	ISQUEIRO PARA FOGAO
39	3909502	ISQUEIRO DESCARTAVEL PARA FOGAO
39	3909503	ISQUEIRO PARA ACENDER FOGAO
39	3909601	BOBINA DE PLASTICO PARA FREEZER
39	3909701	FILTRO PARA ASPIRADOR
39	3909801	CAPA DE SOM, VIDEO, COMPUTADOR, ETC.
39	3909802	CAPA DE COMPUTADOR
39	3909901	BATEDOR DE OVOS MANUAL
39	3910001	GRELHA
39	3910101	CESTA DE PALHA
39	3910201	PAPEIRO
39	3910301	PILAO
39	3910401	TACA DE CRISTAL
39	3910402	CONJUNTO DE TACAS DE CRISTAL
39	3910501	TACA DE VIDRO
39	3910502	CONJUNTO DE TACAS DE VIDRO
39	3910601	PORTA-TOALHA DE PLASTICO
39	3910701	PORTA-TOALHA DE TECIDO
39	3910801	IMA DE GELADEIRA
39	3910901	PRATO PLASTICO
39	3910902	CONJUNTO DE PRATOS DE PLASTICO
39	3911001	VELA DE FILTRO
39	3911101	JOGO DE SALADEIRAS
39	3911102	SALADEIRA
39	3911201	PANELA DE BARRO
39	3911202	CONJUNTO DE PANELAS DE BARRO
39	3911203	JOGO DE PANELAS DE BARRO
39	3911301	CESTA DE ACRILICO
39	3911401	PRATO DE ESMALTE
39	3911501	CAIXA DE ISOPOR
39	3911601	PORTA-MAMADEIRA DE ISOPOR
39	3911701	CESTO PARA ROUPA
39	3911702	SACOLA PARA ROUPA
39	3911801	REGISTRO DE FOGAO
39	3911901	PES PARA FOGAO
39	3912001	PINCEL DE COZINHA
39	3912101	SUPORTE PARA BUJAO DE GAS
39	3912201	KIT PARA CHURRASCO
39	3912301	GARRAFA PLASTICA DE AGUA VAZIA
39	3912401	COPO E BASE DE LIQUIDIFICADOR
39	3912402	COPO DE LIQUIDIFICADOR
39	3912403	BASE DE LIQUIDIFICADOR
39	3912501	BANDEJA
39	3912502	BANDEJA DE INOX
39	3912503	BANDEJA DE PORCELANA
39	3912601	SABONETEIRA PLASTICA
39	3912701	CALDEIRAO
39	3912801	PES PARA GELADEIRA
39	3912802	PES DE GELADEIRA
39	3912901	REGISTRO DE BOTIJAO DE GAS
39	3912902	VALVULA DE BOTIJAO DE GAS
39	3912903	RELOGIO DE BOTIJAO DE GAS
39	3913001	JARRA DE CRISTAL
39	3913101	PORTA-BOLO DE PORCELANA
39	3913102	PORTA BOLO DE VIDRO
39	3913103	PORTA BOLO DE PLASTICO
39	3913201	EXTENSAO DE FERRO ELETRICO
39	3913202	EXTENSAO ELETRICA
39	3913301	ASSENTO DE VASO SANITARIO
39	3913401	TORNEIRA DE FILTRO DE PLASTICO
39	3913501	OURINOL DE PLASTICO
39	3913601	PENICO DE PLASTICO
39	3913701	AGULHA DE DESENTUPIR FOGAO
39	3913801	CONJUNTO DE FORMAS DE BOLO, PIZZA, PUDIM, TORTA
39	3913901	CONJUNTO DE ESPETOS DE METAL
39	3913902	JOGO DE ESPETOS DE METAL
39	3914001	SOCADOR DE CARNE DE METAL
39	3914101	SUPORTE DE PANELAS
39	3914201	FORMA DE BOLO, PIZZA, PUDIM, TORTA
39	3914301	SOCADOR DE ALHO DE MADEIRA
39	3914401	VASILHAME PLASTICO DE MANTIMENTOS
39	3914501	ENGRADADO PLASTICO
39	3914601	COADOR DE TECIDO
39	3914701	TAPETE DE BORRACHA
39	3914801	BORRACHA DE PANELA DE PRESSAO
39	3914802	VALVULA DE PANELA DE PRESSAO
39	3914901	APARELHO DE CORTAR VERDURA
39	3914902	CORTADOR DE VERDURA (APARELHO)
39	3915001	ARMARIO DE PLASTICO DE BANHEIRO
39	3915101	BANHEIRA PLASTICA DE CRIANCA OU BEBE
39	3915201	CONJUNTO PLASTICO DE MANTIMENTOS OU CONDIMENTOS
39	3915202	JOGO PLASTICO DE MANTIMENTOS OU CONDIMENTOS
39	3915203	CONJUNTO PLASTICO DE CONDIMENTOS
39	3915204	JOGO PLASTICO DE CONDIMENTOS
39	3915301	ESCORREDOR DE METAL
39	3915401	TRIPE DE PANELAS DE METAL
39	3915501	ESPREMEDOR DE METAL
39	3915502	ESPREMEDOR DE ALHO
39	3915503	ESPREMEDOR DE BATATA
39	3915601	SUPORTE DE GARRAFA TERMICA DE PLASTICO
39	3915701	CORTINA DE PLASTICO
39	3915801	SUPORTE PARA PAPEL ALUMINIO DE PLASTICO
39	3915901	PRESSURIZADOR DE CHUVEIRO
39	3916001	CONJUNTO DE LATAS DE MANTIMENTOS
39	3916002	LATA DE MANTIMENTOS
39	3916101	MANGUEIRA DE PLASTICO OU BORRACHA
39	3916201	CAPA DE LIQUIDIFICADOR, ENCERADEIRA, MAQUINA DE LAVAR, ETC.
39	3916301	JOGO DE FORMAS DE BARQUETE
39	3916401	PENEIRA DE FIBRA VEGETAL
39	3916402	PENEIRA DE METAL
39	3916403	PENEIRA DE PLASTICO
39	3916404	PENEIRA NAO ESPECIFICADA
39	3916501	CONJUNTO DE TRAVESSAS REFRATARIAS PARA MICROONDAS
39	3916601	JOGO DE TRAVESSAS REFRATARIAS PARA MICROONDAS
39	3916701	CONJUNTO DE PIREX
39	3916702	PIREX
39	3916801	CONJUNTO DE SOBREMESA
39	3916901	CONJUNTO DE JARRA E COPOS
39	3917001	PORTA-OBJETOS (MADEIRA, ACRILICO, LOUCA, METAL, ETC.)
39	3917101	FACAO DE COZINHA
39	3917201	PRATO DE VIDRO
39	3917202	CONJUNTO DE PRATOS DE VIDRO
39	3917301	PULVERIZADOR DE AGUA
39	3917401	CONJUNTO DE BANHEIRO (CAPA PARA VASO, BIDE E PISO)
39	3917501	TAPETE PARA BANHEIRO
39	3917601	TAPETE (CAPACHO)
39	3917701	PES PARA MAQUINA DE LAVAR ROUPA
39	3917702	PES DE MAQUINA DE LAVAR ROUPA
39	3917801	ALISADOR DE PASTA AMERICANA
39	3917901	AFIADOR MANUAL DE FACAS
39	3917902	AMOLADOR MANUAL DE FACAS
39	3918001	AMPOLA PARA GARRAFA TERMICA
39	3918101	APARELHO DE CONFEITAR
39	3918102	BICO DE CONFEITAR
39	3918201	BALDE MOP COM ESFREGAO GIRATORIO
39	3918301	BALDE DE ACRILICO
39	3918401	BALEIRO
39	3918501	BOLEIRA
39	3918601	COPO TERMICO
39	3918701	FORMA DE HAMBURGUER
39	3918801	PRATO DE ALUMINIO
39	3918802	CONJUNTO DE PRATOS DE ALUMINIO
39	3918901	PRATO DE PORCELANA
39	3918902	CONJUNTO DE PRATOS DE PORCELANA
39	3919001	ESCORREDOR DE LOUCA
39	3919002	ESCORREDOR DE PRATO
39	3919101	CHAIRA
39	3919201	CENTRIFUGA (SECADORA DE SALADA MANUAL)
39	3919301	COQUETELEIRA
39	3919401	FATIADOR DE QUEIJO
39	3919402	CORTADOR DE QUEIJO
39	3919501	CORTADOR DE BISCOITO
39	3919601	CORTADOR DE PINHAO
39	3919602	DESCASCADOR DE PINHAO
39	3919701	DESCASCADOR DE LEGUMES OU FRUTAS
39	3919702	DESCASCADOR DE LEGUMES
39	3919703	DESCASCADOR DE FRUTAS
39	3919801	QUEIJEIRA
39	3919901	RALADOR MULTIUSO
39	3920001	GARRAFA DE AGUA PARA GELADEIRA
39	3920101	ESCORREDOR DE MACARRAO
39	3920201	ESCORREDOR DE PLASTICO
39	3920301	ESCORREDOR DE TALHERES
39	3920401	CAIXA TERMICA
39	3920402	COOLER
39	3920403	BOLSA TERMICA
39	3920501	CAIXA ORGANIZADORA (MULTIUSO)
39	3920601	CONSORCIO TUPPERWARE
39	3920701	TUPPERWARE
39	3920801	MEDIDOR DE COZINHA
39	3920901	PORTA BISCOITO
39	3920902	BISCOITEIRA
39	3921001	PORTA DETERGENTE
39	3921101	PORTA GUARDANAPO
39	3921201	PORTA OLEO
39	3921301	PORTA ALHO OU CEBOLA
39	3921302	PORTA ALHO
39	3921303	PORTA CEBOLA
39	3921401	PORTA PAO
39	3921501	PORTA ESCOVA DE DENTE
39	3921601	PORTA TALHERES
39	3921701	PORTA SABAO
39	3921801	ESPATULA DE SILICONE
39	3921901	TACHO
39	3922001	PEGADOR DE GELO
39	3922002	PEGADOR DE MACARRAO
39	3922003	PEGADOR DE SALADA
39	3922101	INFUSOR DE CHA
39	3922102	DIFUSOR DE CHA
39	3922201	TAPIOQUEIRA NÃO ELETRICA
39	3922301	SOPEIRA
39	3922401	TESOURA PARA COZINHA
39	3922501	SOUSPLAT
39	3922601	SUQUEIRA
39	3922701	ESPREMEDOR DE LARANJA NAO ELETRICO
39	3922801	VASILHAME DE VIDRO DE MANTIMENTOS
39	3922901	MOEDOR PARA CONDIMENTOS
39	3922902	TRITURADOR PARA CONDIMENTOS
39	3923001	HASHI
39	3923101	SUPORTE PARA CAPSULAS DE CAFE
39	3923201	SUPORTE PARA RALAR GUARANA
39	3923301	TAMBOR PARA ARMAZENAMENTO DE AGUA
39	3999901	AGREGADO
40	4000101	CARTORIO
40	4000102	REGISTRO DE IMOVEL
40	4000103	CERTIDAO DE CASAMENTO
40	4000104	INVENTARIO
40	4000105	ATESTADO DE OBITO
40	4000106	CERTIDAO DE NASCIMENTO
40	4000107	JUIZ DE PAZ
40	4000108	ESCRITURA
40	4000109	AUTENTICACAO DE DOCUMENTO
40	4000201	COMISSAO IMOBILIARIA
40	4000301	ADVOGADO
40	4000401	DESPACHANTE
40	4000501	CONTADOR
40	4000601	CORRETOR IMOBILIARIO
40	4000701	ENGENHEIRO
40	4000702	TOPOGRAFO
40	4000703	AGRIMENSOR
40	4000801	ARQUITETO
40	4000901	DESENHISTA
40	4001001	DECORADOR
40	4001101	TRADUTOR
40	4001201	DETETIVE PARTICULAR
40	4001301	CLASSIFICADOS (ANUNCIO)
40	4001401	AGRONOMO
40	4001501	CONSULTOR
40	4001601	AGENTE SOCIAL
40	4001701	ALISTAMENTO MILITAR (MULTA)
40	4001801	INSTITUTO DE IDENTIFICACAO CIVIL
40	4001901	CARTORIO ELEITORAL
40	4099901	AGREGADO
41	4100101	ALIMENTACAO
41	4100102	BEBIDAS
41	4100103	RESTAURANTES
41	4100104	BARES
41	4100105	LANCHONETES
41	4100201	ONIBUS URBANO
41	4100301	ONIBUS INTERMUNICIPAL
41	4100401	ONIBUS INTERESTADUAL
41	4100501	ONIBUS INTERNACIONAL
41	4100601	TRANSPORTE ALTERNATIVO (VAN, KOMBI, LOTADA, ETC.)
41	4100602	VAN
41	4100603	KOMBI
41	4100604	CAMINHAO
41	4100605	PAU-DE-ARARA
41	4100701	TAXI
41	4100801	MOTO-TAXI
41	4100901	METRO
41	4101001	TREM
41	4101101	TRANSPORTE AQUAVIARIO (BARCA, BALSA, NAVIO, ETC.)
41	4101102	BARCA
41	4101103	BARCO
41	4101104	BALSA
41	4101105	NAVIO
41	4101106	FERRY-BOAT
41	4101201	AVIAO (VIAGEM NACIONAL)
41	4101301	AVIAO (VIAGEM INTERNACIONAL)
41	4101401	ALUGUEL DE VEICULO SEM CONDUTOR
41	4101501	COMBUSTIVEL DE VEICULO
41	4101601	PEDAGIO
41	4101701	HOSPEDAGEM (HOTEL, POUSADA OU OUTRO TIPO DE ALOJAMENTO)
41	4101702	HOTEL
41	4101703	POUSADA
41	4101704	MOTEL
41	4101705	PENSAO
41	4101706	DORMITORIO
41	4101707	ACAMPAMENTO
41	4101708	ALBERGUE
41	4101801	EXCURSAO (EXCETO ESCOLAR)
41	4101901	ALUGUEL DE IMOVEIS POR TEMPORADA
41	4102001	CINEMA (INGRESSO)
41	4102101	TEATRO (INGRESSO)
41	4102201	PARQUE DE DIVERSAO (INGRESSO)
41	4102301	SHOW (INGRESSO)
41	4102401	FUTEBOL DE CAMPO (INGRESSO)
41	4102501	VOLEIBOL (INGRESSO)
41	4102601	AUTOMOBILISMO (INGRESSO)
41	4102701	PACOTE TURISTICO NACIONAL (TRANSPORTE, HOSPEDAGEM, ALIMENTACAO E DIVERSAO)
41	4102801	PACOTE TURISTICO NACIONAL (TRANSPORTE, HOSPEDAGEM E ALIMENTACAO)
41	4102901	PACOTE TURISTICO NACIONAL (TRANSPORTE, HOSPEDAGEM E DIVERSAO)
41	4103001	PACOTE TURISTICO NACIONAL (TRANSPORTE E HOSPEDAGEM)
41	4103101	PACOTE TURISTICO NACIONAL (HOSPEDAGEM, ALIMENTACAO E DIVERSAO)
41	4103201	PACOTE TURISTICO NACIONAL (HOSPEDAGEM E ALIMENTACAO)
41	4103301	PACOTE TURISTICO NACIONAL (HOSPEDAGEM E DIVERSAO)
41	4103401	PACOTE TURISTICO INTERNACIONAL (TRANSPORTE, HOSPEDAGEM, ALIMENTACAO E DIVERSAO)
41	4103501	PACOTE TURISTICO INTERNACIONAL (TRANSPORTE, HOSPEDAGEM E ALIMENTACAO)
41	4103601	PACOTE TURISTICO INTERNACIONAL (TRANSPORTE, HOSPEDAGEM E DIVERSAO)
41	4103701	PACOTE TURISTICO INTERNACIONAL (TRANSPORTE E HOSPEDAGEM)
41	4103801	PACOTE TURISTICO INTERNACIONAL (HOSPEDAGEM, ALIMENTACAO E DIVERSAO)
41	4103901	PACOTE TURISTICO INTERNACIONAL (HOSPEDAGEM E ALIMENTACAO)
41	4104001	PACOTE TURISTICO INTERNACIONAL (HOSPEDAGEM E DIVERSAO)
41	4104101	PACOTE TURISTICO NACIONAL
41	4104201	PACOTE TURISTICO INTERNACIONAL
41	4104301	DESPESAS OPCIONAIS COM AGENCIAS DE VIAGEM
41	4104401	MUSEU (INGRESSO)
41	4104501	CIRCO (INGRESSO)
41	4104601	DANCETERIA, BOATE OU CASA NOTURNA
41	4104701	BASQUETEBOL (INGRESSO)
41	4104801	TENIS (INGRESSO)
41	4104901	GOLFE (INGRESSO)
41	4105001	HIPODROMO (INGRESSO)
41	4105101	RODEIO (INGRESSO)
41	4105201	PESCA
41	4105301	BOLICHE
41	4105401	BINGO
41	4105501	FLIPERAMA E SIMILARES
41	4105601	PEDALINHOS
41	4105701	COLONIA DE FERIAS
41	4105801	ESTACIONAMENTO
41	4105901	TAXA ALFANDEGARIA
41	4106001	GUARDA-VOLUMES
41	4106101	CARREGADOR DE BAGAGEM
41	4106201	GUIA TURISTICO
41	4106301	LOCACAO DE BICICLETAS
41	4106401	UBER
41	4106501	EXPOSICAO (INGRESSO)
41	4106601	PARQUES NATURAIS E BALNEARIOS
41	4106701	PASSEIO TURISTICO
41	4106801	DESPACHO DE BAGAGEM
41	4106901	EVENTOS RELIGIOSOS
41	4107101	TRIATLO (INGRESSO)
41	4107201	HOQUEI (INGRESSO)
41	4199901	AGREGADO
42	4200101	PLANO DE ASSISTENCIA MEDICA (EMPRESA)
42	4200102	PLANO SEGURO SAUDE (EMPRESA)
42	4200201	PLANO DE ASSISTENCIA MEDICA (INDIVIDUAL)
42	4200202	PLANO SEGURO SAUDE (INDIVIDUAL)
42	4200301	PLANO EXCLUSIVAMENTE ODONTOLOGICO (EMPRESA)
42	4200302	PLANO ODONTOLOGICO (EMPRESA)
42	4200303	PLANO DE ASSISTENCIA ODONTOLOGICA (EMPRESA)
42	4200401	PLANO EXCLUSIVAMENTE ODONTOLOGICO (INDIVIDUAL)
42	4200402	PLANO ODONTOLOGICO (INDIVIDUAL)
42	4200403	PLANO DE ASSISTENCIA ODONTOLOGICA (INDIVIDUAL)
42	4200501	CONSULTA MEDICA COM CLINICO GERAL
42	4200502	CONSULTA MEDICA GERAL
42	4200601	CONSULTA MEDICA COM PEDIATRA
42	4200602	CONSULTA MEDICA COM NEUROPEDIATRA
42	4200701	CONSULTA MEDICA COM CARDIOLOGISTA
42	4200801	CONSULTA MEDICA COM GINECOLOGISTA
42	4200802	CONSULTA MEDICA COM OBSTETRA
42	4200803	EXAME PRE-NATAL
42	4200804	EXAME GINECOLOGICO
42	4200901	CONSULTA MEDICA COM ORTOPEDISTA
42	4201001	CONSULTA MEDICA COM OFTALMOLOGISTA
42	4201002	EXAME OFTALMOLOGICO
42	4201101	CONSULTA MEDICA COM NEUROLOGISTA
42	4201201	CONSULTA E TRATAMENTO DENTARIO
42	4201202	CONSULTA DENTARIA
42	4201203	CONSULTA COM DENTISTA
42	4201204	TRATAMENTO DENTARIO
42	4201205	TRATAMENTO DE CANAL DENTARIO
42	4201206	OBTURACAO DENTARIA
42	4201207	EXTRACAO DENTARIA
42	4201208	IMPLANTE DE DENTE
42	4201209	MANUTENCAO DE APARELHO ORTODONTICO
42	4201301	CONSULTA E TRATAMENTO COM PSICOLOGO
42	4201302	CONSULTA COM PSICOLOGO
42	4201303	TRATAMENTO COM PSICOLOGO
42	4201401	CONSULTA E TRATAMENTO COM FISIOTERAPEUTA
42	4201402	CONSULTA COM FISIOTERAPEUTA
42	4201403	TRATAMENTO COM FISIOTERAPEUTA
42	4201501	CONSULTA E TRATAMENTO COM NUTRICIONISTA
42	4201502	CONSULTA COM NUTRICIONISTA
42	4201503	TRATAMENTO COM NUTRICIONSTA
42	4201601	CONSULTA E TRATAMENTO COM FONOAUDIOLOGO
42	4201602	CONSULTA COM FONOAUDIOLOGO
42	4201603	TRATAMENTO COM FONOAUDIOLOGO
42	4201701	EXAME DE LABORATORIO (SANGUE, FEZES, URINA, ETC.)
42	4201702	EXAME DE SANGUE
42	4201703	EXAME DE FEZES
42	4201704	EXAME DE URINA
42	4201705	EXAME DE BACILO
42	4201706	ESPERMOGRAMA
42	4201707	BIOPSIA
42	4201801	RADIOGRAFIA
42	4201802	EXAME RADIOLOGICO
42	4201901	TOMOGRAFIA
42	4202001	ULTRASSONOGRAFIA
42	4202002	DOPPLER
42	4202101	ENDOSCOPIA
42	4202102	COLONOSCOPIA
42	4202103	CITOSCOPIA
42	4202201	RESSONANCIA MAGNETICA
42	4202301	ELETROCARDIOGRAMA
42	4202401	ATENDIMENTO EM PRONTO-SOCORRO/PRONTO-ATENDIMENTO
42	4202402	CURATIVO
42	4202403	CAUTERIZACAO
42	4202404	NEBULIZACAO
42	4202405	TRATAMENTO AMBULATORIAL
42	4202501	AMBULANCIA E UTI MOVEL (REMOCAO)
42	4202502	AMBULANCIA (REMOCAO)
42	4202601	SERVICOS DE CIRURGIA, ANESTESIA E PARTO
42	4202602	CIRURGIA
42	4202603	ANESTESIA
42	4202604	OBSTETRICIA
42	4202605	PROCEDIMENTO CIRURGICO
42	4202606	INSTRUMENTADOR CIRURGICO
42	4202607	RAIO LASER (APLICACAO)
42	4202608	APLICACAO DE RAIO LASER
42	4202701	HOSPITALIZACAO
42	4202702	INTERNACAO EM PRONTO SOCORRO
42	4202703	INTERNACAO EM MATERNIDADE
42	4202704	INTERNACAO EM HOSPITAL
42	4202801	OCULOS DE GRAU (ARMACAO E LENTE)
42	4202901	ARMACAO DE OCULOS DE GRAU
42	4203001	LENTE DE OCULOS DE GRAU
42	4203101	PROTESE E APARELHO DENTARIO (PIVO, DENTADURA, ETC.)
42	4203102	PIVO
42	4203103	DENTADURA
42	4203104	APARELHO ORTODONTICO
42	4203201	ARTIGO ORTOPEDICO (SAPATO, MULETA, CADEIRA DE RODAS, ETC.)
42	4203202	SAPATO ORTOPEDICO
42	4203203	MULETA
42	4203204	CADEIRA DE RODAS
42	4203205	BOTA ORTOPEDICA
42	4203206	SANDALIA ORTOPEDICA
42	4203207	PALMILHA ORTOPEDICA
42	4203208	TORNOZELEIRA ORTOPEDICA
42	4203209	PROTETOR DE JOELHO
42	4203210	CINTA TERMICA (CORRETIVA)
42	4203301	ALUGUEL E CONSERTO DE APARELHO MEDICO
42	4203302	ALUGUEL DE APARELHO MEDICO
42	4203303	CONSERTO DE APARELHO MEDICO
42	4203304	ALUGUEL DE CADEIRA DE RODAS
42	4203401	CONSULTA MEDICA COM DERMATOLOGISTA
42	4203501	CONSULTA MEDICA COM GASTROENTEROLOGISTA
42	4203601	CONSULTA MEDICA COM GERIATRA
42	4203701	CONSULTA MEDICA COM ONCOLOGISTA
42	4203801	CONSULTA MEDICA COM NEFROLOGISTA (RENAIS)
42	4203901	CONSULTA MEDICA COM ALERGISTA
42	4204001	CONSULTA MEDICA COM PSIQUIATRA
42	4204101	CONSULTA MEDICA COM HOMEOPATA
42	4204201	CONSULTA MEDICA COM OTOLOGISTA
42	4204301	CONSULTA MEDICA COM OTORRINOLARINGOLOGISTA
42	4204302	EXAME DE VIDEOLARINGOSCOPIA
42	4204303	EXAME DE NASOFIBROSCOPIA
42	4204401	CONSULTA MEDICA COM PNEUMOLOGISTA
42	4204501	CONSULTA MEDICA COM REUMATOLOGISTA
42	4204601	CONSULTA MEDICA COM ENDOCRINOLOGISTA
42	4204701	CONSULTA MEDICA COM PROTOLOGISTA
42	4204702	CONSULTA MEDICA COM PROCTOLOGISTA
42	4204801	CONSULTA MEDICA COM UROLOGISTA
42	4204802	EXAME DE PROSTATA
42	4204901	CONSULTA MEDICA ANGIOLOGISTA
42	4205001	CONSULTA MEDICA COM CIRURGIAO PLASTICO
42	4205101	CONSULTA MEDICA COM HEMATOLOGISTA
42	4205201	CAMA HOSPITALAR
42	4205301	APARELHO DE SURDEZ
42	4205302	FONOAUDITIVOS
42	4205401	LENTE INTRAOCULAR
42	4205402	CRISTALINO (LENTE INTRAOCULAR)
42	4205501	MEIA ELASTICA PARA VARIZES
42	4205601	MENSALIDADE DE CLINICA
42	4205701	VACINACAO
42	4205801	SERVICO DE HEMOTERAPIA (TRANSFUSAO)
42	4205901	QUIMIOTERAPIA
42	4205902	TRATAMENTO QUIMIOTERAPICO
42	4206001	HEMODIALISE
42	4206101	EXAME AUDIOMETRICO
42	4206201	EXAME ERGOMETRICO
42	4206301	EXAME DE CATETERISMO
42	4206401	ELETROENCEFALOGRAMA
42	4206501	ECOCARDIOGRAMA
42	4206502	ECOCARDIOGRAFIA
42	4206601	CARDIOTOCOGRAFIA
42	4206701	ECOENDOSCOPIA
42	4206801	ECOGRAFIA
42	4206901	MAMOGRAFIA
42	4207001	DENSITOMETRIA OSSEA
42	4207101	CONSULTA E TRATAMENTO COM MASSOTERAPEUTA
42	4207102	TRATAMENTO MASSAGISTICO
42	4207201	HIDROTERAPIA
42	4207301	ACUPUNTURA
42	4207401	CURANDEIRO, CURIOSO E PARTEIRA
42	4207402	CURANDEIRO
42	4207403	CURIOSO
42	4207404	PARTEIRA
42	4207501	PRESSAO ARTERIAL (EM POSTOS OU PROFISSIONAIS VOLANTES)
42	4207502	EXAME DE PRESSAO ARTERIAL
42	4207601	CINTILOGRAFIA OSSEA
42	4207602	CINTILOGRAFIA
42	4207701	PODOLOGO
42	4207801	LENTE DE CONTATO
42	4207901	CLINICA E RESIDENCIA PARA IDOSOS
42	4208001	CLINICA PSIQUIATRICA OU PARA DEPENDENTES QUIMICOS
42	4208101	SERVICOS DE ENFERMAGEM
42	4208201	ACOMPANHANTE DE QUARTO HOSPITALAR
42	4208301	EXAME PREVENTIVO DE CANCER
42	4208401	CONSULTA MEDICA COM MASTOLOGISTA
42	4208501	CONSULTA MEDICA COM INFECTOLOGISTA
42	4208601	CONSULTA MEDICA COM MEDICO DO TRABALHO
42	4208701	CONSULTA COM CIRURGIAO
42	4208702	CONSULTA COM CIRURGIAO GERAL
42	4208801	CONSULTA COM NUTROLOGO
42	4208901	RADIOTERAPIA
42	4209001	CONSULTA MEDICA COM HEPATOLOGISTA
42	4209101	CONSULTA COM MEDICO ORTOMOLECULAR
42	4209201	PLANO DE DESCONTOS EM SERVICOS DE SAUDE
42	4209202	CARTAO DE TODOS
42	4209301	CONSULTA COM TERAPEUTA OCUPACIONAL
42	4209401	CONSULTA MEDICA COM GENETICISTA
42	4209402	EXAME COM GENETICISTA
42	4209501	ELETRONEUROMIOGRAFIA
42	4209601	TRATAMENTO PARA FERTILIZACAO
42	4209701	ESPIROMETRIA
42	4209801	CONSULTA MEDICA COM IMUNOLOGISTA
42	4209901	ELETRONEUROMIOGRAFIA
42	4210001	CONSULTA COM NUTROLOGO
42	4210101	EXAME DO APARELHO RESPIRATORIO
42	4210201	CONSULTA MEDICA COM PATOLOGISTA
42	4210301	HOLTER
42	4210302	MAPA
42	4210401	SERVICOS DE HOME CARE
42	4299901	AGREGADO
43	4300101	BRINQUEDOS OU JOGOS (BONECA, BOLA DE CRIANCA, BARALHO, ETC.)
43	4300102	BONECA
43	4300103	BOLA DE CRIANCA
43	4300104	CARRO DE BRINQUEDO
43	4300105	CARRINHO DE BRINQUEDO
43	4300106	MOTO DE BRINQUEDO
43	4300107	URSO DE PELUCIA
43	4300108	BICHO DE PELUCIA
43	4300109	MESA INFANTIL
43	4300110	CADEIRA INFANTIL
43	4300111	BARRACA DE BRINQUEDO
43	4300112	BALDINHO DE PRAIA
43	4300113	QUADRO NEGRO
43	4300114	MAQUIAGEM DE BRINQUEDO
43	4300115	BEXIGA DE FESTA
43	4300116	BOLA DE SOPRAR
43	4300117	BALAO
43	4300118	PIPA
43	4300119	CEROL
43	4300120	DAMA
43	4300121	XADREZ
43	4300122	BARALHO
43	4300123	QUEBRA-CABECA
43	4300124	JOGO DE MONTAR
43	4300125	JOGO EDUCATIVO
43	4300126	PETECA
43	4300127	MINIGAME
43	4300128	AGENDA ELETRONICA INFANTIL
43	4300129	HAND SPINNER
43	4300201	CONSOLE DE VIDEO GAME
43	4300202	PLAYSTATION
43	4300203	XBOX
43	4300204	NINTENDO WII
43	4300301	TOCADOR DE MP3, MP4 OU MP5 PLAYER
43	4300302	MP3 PLAYER
43	4300303	MP4 PLAYER
43	4300304	MP5 PLAYER
43	4300401	MAQUINA FOTOGRAFICA
43	4300402	CAMERA FOTOGRAFICA
